id_user,tag_1,tag_2,tag_3,tag_4,tag_5
500,Photography,Fashion,Educational,Health,Beauty
501,Communication,Vehicles,Lifestyle,Fashion,Productivity
502,Games,Design,Video,Art,Technology
503,Social,Sports,Communication,Lifestyle,Video
504,Art,Home,Vehicles,Audio,Entertainment
505,Drink,Audio,Social,Sales,Management
506,Beauty,Music,Home,Art,Health
507,Fitness,Creativity,Vehicles,Technology,Music
508,Sports,Technology,Management,Food,Design
509,Creativity,Food,Tools,Health,Design
510,Parenting,Productivity,Games,Environment,Business
511,Home,Fashion,Photography,Books,Vehicles
512,Travel,Fitness,Lifestyle,Environment,Tools
513,Drink,Food,Art,Music,Games
514,Audio,Fashion,Home,Vehicles,Sales
515,Photography,Technology,Video,Tools,Science
516,Art,Beauty,Travel,Home,Productivity
517,Design,Educational,Video,Business,Entertainment
518,Science,Art,Productivity,Home,Fashion
519,Social,Travel,Video,Vehicles,Games
520,Vehicles,Business,Fitness,Sales,Creativity
521,Games,Audio,Health,Fitness,Tools
522,Environment,Food,Productivity,Travel,Drink
523,Lifestyle,Travel,Fitness,Sales,Productivity
524,Beauty,Fashion,Science,Games,Lifestyle
525,Educational,Communication,Fashion,Lifestyle,Science
526,Environment,Books,Management,Social,Home
527,Science,Art,Home,Entertainment,Drink
528,Entertainment,Management,Games,Health,Communication
529,Sports,Audio,Home,Sales,Parenting
530,Travel,Technology,Fashion,Design,Art
531,Tools,Creativity,Art,Entertainment,Health
532,Parenting,Communication,Social,Educational,Travel
533,Audio,Educational,Music,Sports,Health
534,Fitness,Social,Music,Drink,Environment
535,Educational,Communication,Audio,Art,Tools
536,Home,Social,Communication,Fashion,Food
537,Creativity,Entertainment,Parenting,Health,Vehicles
538,Fitness,Business,Audio,Beauty,Lifestyle
539,Music,Design,Video,Art,Audio
540,Travel,Health,Communication,Beauty,Environment
541,Audio,Creativity,Home,Sales,Parenting
542,Food,Management,Fitness,Travel,Tools
543,Design,Fitness,Video,Science,Management
544,Travel,Vehicles,Audio,Books,Communication
545,Health,Books,Tools,Design,Technology
546,Social,Drink,Beauty,Audio,Technology
547,Communication,Home,Books,Technology,Beauty
548,Vehicles,Sports,Sales,Lifestyle,Tools
549,Creativity,Food,Educational,Lifestyle,Books
550,Parenting,Books,Fashion,Audio,Home
551,Sports,Productivity,Video,Lifestyle,Communication
552,Travel,Design,Video,Audio,Educational
553,Food,Health,Home,Art,Social
554,Communication,Tools,Sales,Management,Drink
555,Drink,Beauty,Social,Business,Music
556,Sports,Communication,Health,Photography,Fitness
557,Creativity,Educational,Health,Lifestyle,Games
558,Science,Sports,Technology,Creativity,Entertainment
559,Entertainment,Lifestyle,Travel,Art,Tools
560,Fitness,Photography,Video,Beauty,Creativity
561,Travel,Art,Business,Design,Home
562,Sales,Food,Fashion,Art,Creativity
563,Fashion,Vehicles,Science,Photography,Lifestyle
564,Tools,Parenting,Lifestyle,Art,Social
565,Travel,Art,Sales,Communication,Home
566,Sports,Food,Video,Technology,Design
567,Creativity,Productivity,Photography,Travel,Science
568,Science,Books,Lifestyle,Home,Tools
569,Parenting,Food,Vehicles,Fitness,Lifestyle
570,Parenting,Vehicles,Beauty,Science,Social
571,Sales,Creativity,Games,Art,Lifestyle
572,Environment,Educational,Lifestyle,Fashion,Beauty
573,Fashion,Video,Design,Photography,Food
574,Drink,Communication,Food,Sports,Social
575,Productivity,Sales,Business,Sports,Photography
576,Lifestyle,Science,Educational,Productivity,Sales
577,Drink,Sales,Travel,Vehicles,Home
578,Creativity,Drink,Photography,Lifestyle,Productivity
579,Tools,Home,Books,Technology,Games
580,Music,Games,Vehicles,Drink,Beauty
581,Games,Sales,Health,Management,Productivity
582,Fitness,Environment,Design,Business,Parenting
583,Fitness,Social,Environment,Tools,Science
584,Books,Fitness,Educational,Sales,Business
585,Vehicles,Lifestyle,Games,Photography,Entertainment
586,Science,Food,Art,Management,Travel
587,Video,Business,Sales,Audio,Photography
588,Photography,Parenting,Communication,Books,Video
589,Fitness,Photography,Science,Parenting,Vehicles
590,Travel,Tools,Sports,Creativity,Science
591,Entertainment,Audio,Design,Sales,Environment
592,Fitness,Health,Home,Productivity,Photography
593,Technology,Science,Audio,Communication,Tools
594,Games,Fashion,Technology,Parenting,Drink
595,Educational,Home,Parenting,Beauty,Fashion
596,Creativity,Productivity,Home,Sports,Music
597,Educational,Health,Beauty,Productivity,Games
598,Drink,Creativity,Books,Entertainment,Fitness
599,Social,Communication,Fashion,Sports,Design
600,Video,Social,Vehicles,Sports,Sales
601,Games,Video,Lifestyle,Music,Food
602,Lifestyle,Food,Sales,Technology,Books
603,Food,Sports,Entertainment,Drink,Productivity
604,Management,Entertainment,Drink,Books,Communication
605,Audio,Food,Environment,Travel,Technology
606,Fitness,Parenting,Vehicles,Educational,Video
607,Books,Sales,Business,Audio,Parenting
608,Vehicles,Communication,Art,Books,Educational
609,Home,Beauty,Books,Technology,Vehicles
610,Art,Games,Travel,Productivity,Tools
611,Vehicles,Beauty,Communication,Design,Sports
612,Photography,Audio,Books,Vehicles,Sports
613,Lifestyle,Sales,Tools,Educational,Social
614,Educational,Art,Sports,Fitness,Food
615,Photography,Art,Entertainment,Home,Parenting
616,Sales,Entertainment,Sports,Educational,Health
617,Music,Parenting,Technology,Business,Productivity
618,Vehicles,Environment,Fitness,Music,Photography
619,Productivity,Management,Technology,Photography,Business
620,Fashion,Parenting,Technology,Environment,Creativity
621,Educational,Games,Art,Travel,Business
622,Sales,Lifestyle,Design,Social,Fashion
623,Photography,Fashion,Science,Health,Business
624,Productivity,Games,Art,Video,Creativity
625,Music,Audio,Social,Lifestyle,Games
626,Books,Environment,Beauty,Fashion,Photography
627,Sales,Health,Games,Business,Science
628,Management,Sales,Business,Audio,Sports
629,Creativity,Home,Music,Beauty,Audio
630,Design,Drink,Vehicles,Music,Games
631,Home,Design,Audio,Management,Beauty
632,Environment,Business,Audio,Entertainment,Lifestyle
633,Creativity,Photography,Parenting,Science,Food
634,Educational,Creativity,Audio,Tools,Environment
635,Tools,Travel,Communication,Productivity,Science
636,Educational,Home,Video,Games,Entertainment
637,Travel,Photography,Creativity,Educational,Science
638,Sports,Entertainment,Books,Creativity,Sales
639,Design,Social,Productivity,Tools,Technology
640,Beauty,Sports,Home,Parenting,Business
641,Business,Sales,Audio,Games,Sports
642,Management,Lifestyle,Fitness,Communication,Vehicles
643,Social,Communication,Video,Creativity,Business
644,Environment,Fitness,Travel,Sales,Health
645,Tools,Technology,Art,Video,Sales
646,Travel,Environment,Sports,Entertainment,Design
647,Technology,Science,Travel,Environment,Social
648,Productivity,Sales,Games,Home,Parenting
649,Science,Communication,Entertainment,Travel,Parenting
650,Parenting,Music,Vehicles,Books,Audio
651,Creativity,Art,Parenting,Audio,Beauty
652,Books,Environment,Sales,Lifestyle,Technology
653,Lifestyle,Management,Business,Parenting,Travel
654,Photography,Food,Fitness,Fashion,Travel
655,Tools,Social,Educational,Science,Health
656,Health,Technology,Art,Vehicles,Games
657,Social,Lifestyle,Management,Photography,Books
658,Lifestyle,Fitness,Photography,Health,Drink
659,Travel,Business,Art,Beauty,Music
660,Food,Video,Entertainment,Science,Beauty
661,Communication,Photography,Educational,Social,Business
662,Creativity,Drink,Entertainment,Health,Management
663,Books,Technology,Audio,Photography,Games
664,Communication,Art,Home,Games,Travel
665,Food,Technology,Vehicles,Art,Management
666,Communication,Audio,Home,Sports,Photography
667,Environment,Lifestyle,Business,Technology,Travel
668,Music,Drink,Communication,Home,Art
669,Books,Technology,Environment,Travel,Productivity
670,Science,Video,Audio,Beauty,Parenting
671,Educational,Sales,Books,Food,Home
672,Lifestyle,Communication,Books,Social,Tools
673,Educational,Tools,Creativity,Art,Beauty
674,Health,Music,Entertainment,Productivity,Creativity
675,Sports,Food,Fashion,Home,Fitness
676,Communication,Home,Business,Educational,Parenting
677,Creativity,Management,Technology,Communication,Audio
678,Environment,Health,Fashion,Home,Social
679,Vehicles,Photography,Educational,Tools,Social
680,Photography,Fashion,Art,Beauty,Audio
681,Entertainment,Design,Sports,Health,Social
682,Technology,Productivity,Creativity,Business,Management
683,Fitness,Music,Books,Tools,Creativity
684,Productivity,Management,Social,Drink,Home
685,Drink,Sales,Business,Games,Sports
686,Tools,Video,Productivity,Music,Books
687,Social,Food,Business,Video,Health
688,Sports,Parenting,Design,Home,Entertainment
689,Photography,Creativity,Business,Management,Art
690,Food,Science,Educational,Audio,Tools
691,Parenting,Tools,Books,Travel,Games
692,Health,Productivity,Parenting,Educational,Food
693,Educational,Communication,Entertainment,Parenting,Sports
694,Drink,Travel,Fashion,Business,Sports
695,Educational,Business,Travel,Parenting,Video
696,Creativity,Fitness,Business,Vehicles,Educational
697,Social,Environment,Tools,Lifestyle,Fitness
698,Entertainment,Travel,Drink,Home,Audio
699,Music,Productivity,Audio,Social,Parenting
700,Tools,Photography,Music,Travel,Parenting
701,Photography,Art,Sales,Drink,Sports
702,Science,Music,Tools,Educational,Management
703,Travel,Art,Entertainment,Communication,Parenting
704,Drink,Video,Sales,Audio,Technology
705,Business,Creativity,Design,Communication,Vehicles
706,Management,Science,Productivity,Creativity,Music
707,Technology,Parenting,Productivity,Travel,Sales
708,Drink,Lifestyle,Communication,Productivity,Health
709,Fitness,Drink,Art,Beauty,Food
710,Vehicles,Tools,Drink,Communication,Video
711,Drink,Parenting,Photography,Science,Art
712,Productivity,Drink,Music,Lifestyle,Creativity
713,Beauty,Business,Art,Games,Vehicles
714,Technology,Sports,Parenting,Educational,Travel
715,Fashion,Fitness,Home,Environment,Entertainment
716,Beauty,Drink,Creativity,Communication,Fashion
717,Video,Fashion,Science,Lifestyle,Home
718,Fitness,Sales,Audio,Management,Productivity
719,Educational,Environment,Design,Beauty,Video
720,Productivity,Fashion,Vehicles,Drink,Parenting
721,Management,Vehicles,Educational,Photography,Video
722,Vehicles,Creativity,Drink,Food,Lifestyle
723,Sales,Parenting,Games,Vehicles,Books
724,Drink,Parenting,Sports,Music,Management
725,Fitness,Business,Books,Beauty,Communication
726,Creativity,Books,Science,Vehicles,Productivity
727,Photography,Music,Audio,Art,Educational
728,Audio,Fashion,Business,Social,Games
729,Art,Sales,Sports,Home,Social
730,Books,Creativity,Home,Food,Games
731,Health,Home,Technology,Drink,Games
732,Photography,Books,Management,Tools,Health
733,Tools,Photography,Technology,Audio,Educational
734,Food,Environment,Sales,Fashion,Parenting
735,Health,Management,Vehicles,Fashion,Design
736,Science,Drink,Environment,Art,Video
737,Environment,Books,Technology,Fitness,Communication
738,Photography,Food,Productivity,Business,Parenting
739,Vehicles,Productivity,Audio,Parenting,Sales
740,Parenting,Communication,Creativity,Lifestyle,Home
741,Beauty,Sales,Food,Fitness,Home
742,Sales,Management,Sports,Beauty,Music
743,Food,Vehicles,Productivity,Beauty,Drink
744,Communication,Social,Technology,Creativity,Vehicles
745,Vehicles,Art,Audio,Communication,Fitness
746,Beauty,Lifestyle,Environment,Tools,Technology
747,Creativity,Design,Sports,Tools,Music
748,Vehicles,Beauty,Food,Science,Social
749,Business,Design,Entertainment,Audio,Travel
750,Lifestyle,Home,Creativity,Fitness,Travel
751,Beauty,Fitness,Business,Travel,Health
752,Travel,Business,Creativity,Food,Environment
753,Music,Home,Business,Audio,Games
754,Management,Photography,Design,Vehicles,Art
755,Audio,Educational,Environment,Tools,Photography
756,Photography,Art,Video,Sports,Travel
757,Educational,Lifestyle,Vehicles,Video,Design
758,Sports,Science,Business,Environment,Drink
759,Food,Books,Drink,Video,Design
760,Business,Games,Entertainment,Science,Lifestyle
761,Audio,Environment,Music,Home,Games
762,Parenting,Books,Technology,Fashion,Travel
763,Business,Tools,Design,Drink,Books
764,Tools,Drink,Food,Science,Health
765,Vehicles,Home,Business,Science,Educational
766,Beauty,Entertainment,Tools,Books,Health
767,Home,Communication,Food,Video,Technology
768,Social,Sales,Art,Photography,Design
769,Travel,Communication,Sales,Vehicles,Science
770,Social,Environment,Sales,Health,Books
771,Entertainment,Social,Beauty,Art,Music
772,Home,Design,Communication,Music,Management
773,Communication,Technology,Games,Fashion,Parenting
774,Management,Environment,Video,Creativity,Design
775,Audio,Fashion,Food,Travel,Vehicles
776,Fitness,Video,Science,Tools,Art
777,Tools,Drink,Business,Books,Parenting
778,Environment,Design,Food,Drink,Games
779,Health,Food,Audio,Creativity,Photography
780,Tools,Creativity,Educational,Productivity,Parenting
781,Lifestyle,Design,Sales,Vehicles,Beauty
782,Photography,Productivity,Science,Beauty,Management
783,Fitness,Home,Science,Business,Vehicles
784,Music,Sales,Video,Environment,Photography
785,Lifestyle,Music,Technology,Fashion,Food
786,Vehicles,Productivity,Games,Photography,Beauty
787,Productivity,Communication,Beauty,Home,Design
788,Communication,Sports,Productivity,Health,Art
789,Productivity,Music,Science,Drink,Lifestyle
790,Music,Books,Beauty,Design,Sales
791,Fitness,Beauty,Video,Entertainment,Travel
792,Environment,Design,Sales,Productivity,Art
793,Home,Social,Beauty,Audio,Productivity
794,Health,Drink,Productivity,Creativity,Books
795,Photography,Games,Entertainment,Business,Home
796,Sales,Communication,Science,Entertainment,Design
797,Games,Design,Beauty,Music,Tools
798,Creativity,Communication,Books,Parenting,Music
799,Communication,Drink,Social,Health,Entertainment
800,Food,Music,Beauty,Video,Lifestyle
801,Audio,Music,Beauty,Health,Social
802,Parenting,Video,Food,Fashion,Communication
803,Creativity,Productivity,Communication,Fashion,Technology
804,Sales,Communication,Entertainment,Art,Home
805,Management,Video,Books,Audio,Technology
806,Video,Health,Food,Sports,Beauty
807,Tools,Parenting,Music,Games,Sports
808,Science,Games,Home,Travel,Communication
809,Tools,Social,Science,Health,Video
810,Environment,Vehicles,Books,Entertainment,Video
811,Drink,Educational,Lifestyle,Science,Games
812,Entertainment,Design,Fashion,Photography,Beauty
813,Sales,Tools,Games,Business,Photography
814,Parenting,Productivity,Creativity,Beauty,Food
815,Vehicles,Home,Drink,Art,Travel
816,Tools,Health,Books,Social,Parenting
817,Lifestyle,Music,Vehicles,Audio,Entertainment
818,Educational,Fitness,Creativity,Books,Parenting
819,Business,Audio,Drink,Art,Vehicles
820,Music,Environment,Communication,Food,Educational
821,Fashion,Beauty,Books,Games,Tools
822,Games,Audio,Vehicles,Social,Music
823,Travel,Sales,Beauty,Entertainment,Sports
824,Creativity,Communication,Entertainment,Business,Science
825,Educational,Food,Sports,Books,Creativity
826,Audio,Books,Productivity,Vehicles,Educational
827,Social,Art,Science,Parenting,Games
828,Audio,Travel,Entertainment,Games,Photography
829,Fitness,Fashion,Social,Business,Educational
830,Design,Drink,Science,Sales,Productivity
831,Social,Audio,Travel,Fashion,Entertainment
832,Environment,Drink,Sales,Educational,Audio
833,Fitness,Fashion,Music,Audio,Beauty
834,Drink,Audio,Entertainment,Communication,Art
835,Books,Home,Health,Social,Vehicles
836,Social,Business,Creativity,Communication,Books
837,Audio,Technology,Tools,Sales,Creativity
838,Audio,Sports,Science,Beauty,Tools
839,Vehicles,Games,Management,Books,Video
840,Art,Management,Business,Health,Drink
841,Music,Video,Health,Productivity,Food
842,Productivity,Sports,Design,Parenting,Video
843,Entertainment,Games,Creativity,Design,Science
844,Books,Social,Audio,Fashion,Entertainment
845,Art,Audio,Drink,Creativity,Entertainment
846,Management,Audio,Travel,Parenting,Sports
847,Video,Lifestyle,Sports,Science,Educational
848,Photography,Design,Environment,Lifestyle,Parenting
849,Photography,Travel,Business,Lifestyle,Management
850,Audio,Art,Communication,Educational,Sales
851,Business,Music,Drink,Educational,Productivity
852,Creativity,Entertainment,Art,Business,Video
853,Technology,Food,Environment,Fashion,Games
854,Creativity,Environment,Travel,Audio,Health
855,Sales,Entertainment,Science,Travel,Drink
856,Management,Social,Productivity,Tools,Educational
857,Sports,Technology,Creativity,Social,Video
858,Sports,Food,Lifestyle,Tools,Games
859,Environment,Beauty,Productivity,Entertainment,Science
860,Parenting,Entertainment,Science,Art,Beauty
861,Games,Food,Art,Home,Management
862,Science,Games,Home,Tools,Lifestyle
863,Sports,Technology,Travel,Health,Food
864,Beauty,Management,Books,Music,Environment
865,Health,Food,Parenting,Sales,Sports
866,Photography,Design,Audio,Management,Beauty
867,Home,Tools,Communication,Health,Productivity
868,Fashion,Creativity,Parenting,Art,Video
869,Science,Design,Video,Productivity,Books
870,Art,Educational,Video,Travel,Food
871,Technology,Lifestyle,Audio,Beauty,Books
872,Books,Science,Health,Educational,Parenting
873,Photography,Vehicles,Fashion,Productivity,Audio
874,Lifestyle,Creativity,Educational,Entertainment,Fitness
875,Books,Art,Productivity,Video,Beauty
876,Sales,Environment,Management,Health,Books
877,Books,Photography,Sports,Lifestyle,Video
878,Social,Science,Travel,Management,Lifestyle
879,Tools,Environment,Business,Parenting,Drink
880,Science,Sports,Tools,Home,Entertainment
881,Business,Photography,Music,Communication,Art
882,Health,Business,Games,Sales,Art
883,Parenting,Beauty,Health,Fashion,Fitness
884,Science,Health,Home,Communication,Business
885,Environment,Video,Travel,Home,Technology
886,Health,Beauty,Food,Travel,Books
887,Music,Fashion,Drink,Management,Creativity
888,Creativity,Design,Educational,Productivity,Home
889,Environment,Social,Parenting,Communication,Music
890,Communication,Books,Management,Photography,Environment
891,Games,Lifestyle,Art,Home,Food
892,Audio,Art,Fashion,Tools,Home
893,Art,Educational,Tools,Technology,Vehicles
894,Productivity,Books,Educational,Social,Games
895,Vehicles,Parenting,Lifestyle,Science,Video
896,Communication,Drink,Social,Audio,Management
897,Parenting,Photography,Home,Fashion,Business
898,Productivity,Home,Creativity,Drink,Communication
899,Sales,Audio,Creativity,Books,Technology
900,Fitness,Games,Entertainment,Creativity,Food
901,Parenting,Social,Tools,Business,Audio
902,Environment,Educational,Health,Business,Tools
903,Travel,Parenting,Health,Productivity,Food
904,Technology,Sports,Food,Tools,Home
905,Books,Games,Health,Design,Communication
906,Music,Food,Management,Educational,Entertainment
907,Sales,Parenting,Food,Lifestyle,Creativity
908,Travel,Creativity,Beauty,Games,Science
909,Travel,Health,Fitness,Lifestyle,Drink
910,Photography,Productivity,Social,Art,Sales
911,Health,Entertainment,Photography,Productivity,Vehicles
912,Vehicles,Games,Science,Drink,Audio
913,Audio,Home,Photography,Art,Lifestyle
914,Environment,Music,Vehicles,Art,Business
915,Technology,Art,Social,Health,Fitness
916,Fashion,Business,Art,Audio,Travel
917,Fitness,Food,Photography,Audio,Vehicles
918,Creativity,Music,Fitness,Science,Environment
919,Beauty,Art,Sales,Science,Books
920,Fitness,Music,Vehicles,Art,Home
921,Tools,Vehicles,Books,Health,Food
922,Parenting,Health,Games,Entertainment,Science
923,Photography,Art,Creativity,Video,Sports
924,Entertainment,Science,Vehicles,Communication,Parenting
925,Home,Beauty,Communication,Design,Science
926,Educational,Creativity,Management,Tools,Entertainment
927,Music,Educational,Social,Entertainment,Business
928,Productivity,Design,Technology,Lifestyle,Fashion
929,Drink,Parenting,Beauty,Vehicles,Books
930,Sales,Social,Food,Books,Science
931,Food,Video,Sports,Tools,Beauty
932,Photography,Fashion,Video,Science,Lifestyle
933,Vehicles,Beauty,Art,Fitness,Video
934,Environment,Fashion,Design,Lifestyle,Music
935,Creativity,Lifestyle,Travel,Tools,Books
936,Fashion,Educational,Music,Productivity,Technology
937,Management,Photography,Fashion,Lifestyle,Audio
938,Parenting,Vehicles,Design,Beauty,Fashion
939,Home,Beauty,Productivity,Business,Fitness
940,Food,Drink,Lifestyle,Audio,Environment
941,Fitness,Social,Tools,Travel,Sports
942,Books,Tools,Entertainment,Vehicles,Educational
943,Technology,Sports,Home,Food,Productivity
944,Drink,Art,Parenting,Audio,Environment
945,Parenting,Entertainment,Sales,Video,Drink
946,Games,Parenting,Video,Art,Food
947,Parenting,Photography,Sales,Business,Management
948,Travel,Fitness,Food,Music,Business
949,Tools,Books,Games,Drink,Photography
950,Tools,Audio,Health,Business,Science
951,Fashion,Music,Games,Productivity,Video
952,Lifestyle,Social,Productivity,Business,Fitness
953,Technology,Beauty,Entertainment,Video,Creativity
954,Drink,Photography,Science,Games,Sales
955,Art,Social,Productivity,Creativity,Music
956,Tools,Travel,Creativity,Parenting,Beauty
957,Communication,Travel,Vehicles,Educational,Creativity
958,Management,Sales,Books,Productivity,Beauty
959,Books,Environment,Drink,Management,Home
960,Entertainment,Art,Environment,Games,Communication
961,Environment,Books,Lifestyle,Science,Music
962,Health,Drink,Technology,Photography,Sales
963,Business,Books,Sales,Fitness,Productivity
964,Fitness,Educational,Vehicles,Entertainment,Design
965,Video,Vehicles,Art,Music,Beauty
966,Environment,Photography,Fashion,Parenting,Beauty
967,Management,Books,Games,Social,Home
968,Business,Art,Drink,Games,Creativity
969,Games,Environment,Sales,Sports,Design
970,Music,Vehicles,Environment,Books,Lifestyle
971,Lifestyle,Food,Parenting,Books,Educational
972,Science,Games,Creativity,Fashion,Lifestyle
973,Photography,Home,Productivity,Vehicles,Science
974,Food,Travel,Tools,Environment,Creativity
975,Video,Beauty,Communication,Art,Social
976,Lifestyle,Educational,Photography,Environment,Books
977,Technology,Environment,Audio,Fashion,Travel
978,Health,Photography,Social,Games,Music
979,Sales,Design,Business,Video,Social
980,Productivity,Social,Parenting,Communication,Environment
981,Vehicles,Home,Environment,Social,Audio
982,Photography,Art,Creativity,Design,Productivity
983,Fashion,Video,Social,Fitness,Music
984,Lifestyle,Parenting,Drink,Design,Social
985,Tools,Environment,Entertainment,Creativity,Music
986,Management,Sales,Environment,Health,Audio
987,Sports,Sales,Entertainment,Technology,Art
988,Health,Photography,Communication,Video,Sports
989,Photography,Technology,Sales,Lifestyle,Social
990,Fashion,Parenting,Games,Photography,Video
991,Photography,Fashion,Books,Home,Science
992,Sales,Food,Sports,Health,Fashion
993,Music,Drink,Environment,Management,Social
994,Vehicles,Games,Food,Audio,Productivity
995,Technology,Art,Parenting,Games,Creativity
996,Art,Audio,Drink,Productivity,Management
997,Food,Drink,Health,Lifestyle,Business
998,Productivity,Social,Travel,Design,Art
999,Art,Fashion,Food,Sales,Video
1000,Video,Design,Communication,Art,Fashion
